Chromosome	Start	End	ID	Confidence
chr1	28238500	28240500	E_000639	0.7973
chr1	28305000	28306750	E_000640	0.9832
chr1	28328750	28329750	E_000641	0.9875
chr1	28382250	28383750	E_000642	0.8828
chr1	28385750	28386500	E_000643	0.932
chr1	28391500	28394250	E_000644	0.9201
chr1	28411250	28414500	E_000645	0.8134
chr1	28431000	28432250	E_000646	0.9666
chr1	28439000	28440250	E_000647	0.9767
chr1	28441250	28442500	E_000648	0.8371
chr1	28473750	28476250	E_000649	0.9805
chr1	28498750	28500000	E_000650	0.9767
chr1	28557500	28559000	E_000651	0.5658
chr1	28563250	28564750	E_000652	0.8184
chr1	28574250	28577250	E_000653	0.9407
chr1	28584500	28585000	E_000654	0.8116
chr1	28586750	28588500	E_000655	0.8366
chr1	28589250	28590250	E_000656	0.9733
chr1	28592250	28594500	E_000657	0.9745
chr1	28604750	28606250	E_000658	0.9564
chr1	28622750	28624000	E_000659	0.8368
chr1	28640000	28641000	E_000660	0.9832
chr1	28653250	28654500	E_000661	0.6719
chr1	28671750	28674000	E_000662	0.8668
chr1	28677000	28681250	E_000663	0.9352
chr1	28697000	28698000	E_000664	0.8212
chr1	28700500	28703250	E_000665	0.9134
chr1	28705250	28706250	E_000666	0.7622
chr1	28718000	28719250	E_000667	0.977
chr1	28721000	28723000	E_000668	0.9759
chr1	28736250	28737250	E_000669	0.7885
chr1	28743250	28745000	E_000670	0.9795
chr1	28767500	28769250	E_000671	0.9273
chr1	28775000	28777750	E_000672	0.9721
chr1	28797500	28799250	E_000673	0.8823
chr1	28827500	28828500	E_000674	0.9832
chr1	28833500	28835500	E_000675	0.7107
chr1	28837250	28839250	E_000676	0.845
chr1	28839500	28840750	E_000677	0.7377
chr1	28845750	28849000	E_000678	0.8931
chr1	28851500	28852500	E_000679	0.9641
chr1	28877750	28878500	E_000680	0.9149
chr1	28880750	28881500	E_000681	0.8084
chr1	28897250	28898250	E_000682	0.7275
chr1	28905500	28907000	E_000683	0.7919
chr1	28970750	28971500	E_000684	0.8259
chr1	28973250	28974000	E_000685	0.8489
chr1	28975750	28976750	E_000686	0.7344
chr1	28996000	28997000	E_000687	0.8203
chr1	29044500	29046500	E_000688	0.9796
chr1	29072500	29073500	E_000689	0.6395
chr1	29073750	29077750	E_000690	0.903
chr1	29208500	29212500	E_000691	0.9701
chr1	29214250	29215500	E_000692	0.8551
chr1	29216750	29218500	E_000693	0.9119
chr1	29222750	29223750	E_000694	0.9533
chr1	29224000	29225250	E_000695	0.9239
chr1	29228250	29230000	E_000696	0.9646
chr1	29231750	29233500	E_000697	0.9548
chr1	29241750	29243000	E_000698	0.6844
chr1	29251500	29256000	E_000699	0.9718
chr1	29312500	29313250	E_000700	0.9875
chr1	29451500	29452500	E_000701	0.7841
chr1	29481750	29485500	E_000702	0.9135
chr1	29504750	29507750	E_000703	0.8381
chr1	29509500	29510500	E_000704	0.8868
chr1	29528250	29529000	E_000705	0.8211
chr1	29555750	29556750	E_000706	0.6969
chr1	30161250	30162250	E_000707	0.9763
chr1	30657250	30659000	E_000708	0.976
chr1	30662500	30664500	E_000709	0.9759
chr1	31193250	31195500	E_000710	0.8795
chr1	31199750	31206250	E_000711	0.9611
chr1	31210250	31211750	E_000712	0.9798
chr1	31216000	31217000	E_000713	0.8454
chr1	31228750	31230000	E_000714	0.8889
chr1	31231750	31246000	E_000715	0.9566
chr1	31246500	31253250	E_000716	0.9695
chr1	31255000	31257000	E_000717	0.9812
chr1	31274500	31275500	E_000718	0.8363
chr1	31281750	31283500	E_000719	0.9875
chr1	31344000	31346500	E_000720	0.9818
chr1	31359750	31362000	E_000721	0.9843
chr1	31367500	31369750	E_000722	0.9688
chr1	31386250	31387250	E_000723	0.9875
chr1	31391250	31393500	E_000724	0.9701
chr1	31499750	31501500	E_000725	0.9092
chr1	31536000	31538000	E_000726	0.7145
chr1	31542750	31546250	E_000727	0.9038
chr1	31558250	31559250	E_000728	0.9746
chr1	31573000	31574750	E_000729	0.9374
chr1	31596250	31597250	E_000730	0.8575
chr1	31626750	31629250	E_000731	0.9083
chr1	31632250	31633750	E_000732	0.9798
chr1	31635000	31636000	E_000733	0.8378
chr1	31642250	31646000	E_000734	0.9585
chr1	31768000	31768750	E_000735	0.6297
chr1	31770750	31771500	E_000736	0.8023
chr1	31943750	31944750	E_000737	0.9789
chr1	32098250	32099500	E_000738	0.7009
chr1	32246000	32247500	E_000739	0.9849
chr1	32291500	32293750	E_000740	0.9646
chr1	32331500	32332750	E_000741	0.9249
chr1	32345250	32346750	E_000742	0.9054
chr1	32354250	32356000	E_000743	0.9654
chr1	32390000	32391500	E_000744	0.7603
chr1	32392250	32394000	E_000745	0.8904
chr1	32394250	32397500	E_000746	0.9231
chr1	32399750	32402750	E_000747	0.8075
chr1	32405000	32407000	E_000748	0.9259
chr1	32409250	32409750	E_000749	0.8699
chr1	32418250	32419250	E_000750	0.8487
chr1	32419500	32424250	E_000751	0.9514
chr1	32474500	32475750	E_000752	0.975
chr1	32477750	32478250	E_000753	0.914
chr1	32480500	32481250	E_000754	0.6095
chr1	32481500	32483000	E_000755	0.8846
chr1	32485500	32488750	E_000756	0.9645
chr1	32527500	32529250	E_000757	0.9651
chr1	32566750	32567750	E_000758	0.9875
chr1	32569750	32570750	E_000759	0.9786
chr1	32571250	32572250	E_000760	0.9616
chr1	32574500	32575750	E_000761	0.628
chr1	32588250	32591750	E_000762	0.9722
chr1	32592500	32595250	E_000763	0.9704
chr1	32595500	32596500	E_000764	0.9746
chr1	32597500	32600000	E_000765	0.9818
chr1	32643750	32644250	E_000766	0.8558
chr1	32646250	32648000	E_000767	0.7621
chr1	32651000	32652750	E_000768	0.8302
chr1	32668000	32668500	E_000769	0.8303
chr1	32689000	32690500	E_000770	0.8628
chr1	32700750	32702750	E_000771	0.9419
chr1	32706500	32708000	E_000772	0.9196
chr1	32732250	32733250	E_000773	0.9875
chr1	32738000	32738500	E_000774	0.9196
chr1	32756000	32756500	E_000775	0.9099
chr1	32758500	32759250	E_000776	0.7325
chr1	32772750	32774000	E_000777	0.9594
chr1	32774250	32775250	E_000778	0.9513
chr1	32776250	32777250	E_000779	0.8499
chr1	32799250	32801250	E_000780	0.8289
chr1	32810500	32812000	E_000781	0.9775
chr1	32837250	32838250	E_000782	0.73
chr1	32853750	32859500	E_000783	0.9228
chr1	32865750	32866750	E_000784	0.9789
chr1	32878750	32880500	E_000785	0.9443
chr1	32913750	32915250	E_000786	0.9781
chr1	32965750	32966750	E_000787	0.8695
chr1	33114750	33115500	E_000788	0.5889
chr1	33117750	33118500	E_000789	0.6586
chr1	33132250	33133000	E_000790	0.6794
chr1	33160000	33161750	E_000791	0.9477
chr1	33177250	33178750	E_000792	0.8784
chr1	33182000	33183250	E_000793	0.9692
chr1	33187000	33188750	E_000794	0.9004
chr1	33208000	33208750	E_000795	0.8357
chr1	33220250	33223250	E_000796	0.9345
chr1	33225000	33226000	E_000797	0.9786
chr1	33226250	33228000	E_000798	0.9818
chr1	33278750	33281250	E_000799	0.9164
chr1	33285000	33286000	E_000800	0.7624
chr1	33427750	33429750	E_000801	0.6602
chr1	33446000	33447500	E_000802	0.9375
chr1	33454250	33455500	E_000803	0.9718
chr1	33476500	33477250	E_000804	0.8063
chr1	33500250	33501750	E_000805	0.7256
chr1	33515750	33516750	E_000806	0.9875
chr1	33592000	33593250	E_000807	0.7504
chr1	33812250	33814750	E_000808	0.8453
chr1	33816500	33817250	E_000809	0.7538
chr1	33862000	33863250	E_000810	0.9811
chr1	34843750	34846000	E_000811	0.9854
chr1	35308000	35312500	E_000812	0.9811
chr1	35331500	35332750	E_000813	0.8825
chr1	35449750	35450250	E_000814	0.8164
chr1	35495750	35496500	E_000815	0.6538
chr1	35545500	35546000	E_000816	0.8103
chr1	35546250	35546750	E_000817	0.5348
chr1	35655250	35658000	E_000818	0.8253
chr1	35732750	35733500	E_000819	0.8601
chr1	35735250	35736750	E_000820	0.7168
chr1	35743250	35746750	E_000821	0.963
chr1	35965250	35966250	E_000822	0.9764
chr1	35971000	35973250	E_000823	0.9635
chr1	36069500	36070500	E_000824	0.7656
chr1	36102000	36105000	E_000825	0.7564
chr1	36105750	36106750	E_000826	0.6677
chr1	36139250	36140750	E_000827	0.9746
chr1	36233750	36235000	E_000828	0.6413
chr1	36253000	36254250	E_000829	0.9668
chr1	36272250	36272750	E_000830	0.5733
chr1	36274500	36275500	E_000831	0.6948
chr1	36349500	36350000	E_000832	0.8844
chr1	36351000	36354000	E_000833	0.9776
chr1	36359250	36360250	E_000834	0.9513
chr1	36397500	36399000	E_000835	0.6089
chr1	36400500	36401750	E_000836	0.9297
chr1	36500000	36501000	E_000837	0.9875
chr1	36555000	36556000	E_000838	0.7949
chr1	36592000	36592750	E_000839	0.9437
chr1	36600250	36602250	E_000840	0.8654
chr1	36613250	36614250	E_000841	0.6122
chr1	36616250	36618000	E_000842	0.9513
chr1	36624000	36624750	E_000843	0.5174
chr1	36625250	36628750	E_000844	0.9571
chr1	36653000	36654250	E_000845	0.898
chr1	36688500	36689000	E_000846	0.8283
chr1	36690750	36692000	E_000847	0.7876
chr1	36703750	36704750	E_000848	0.7279
chr1	36710750	36711750	E_000849	0.7237
chr1	36712500	36716000	E_000850	0.9428
chr1	36716500	36717750	E_000851	0.9257
chr1	36737750	36738750	E_000852	0.9875
chr1	36765000	36766500	E_000853	0.8973
chr1	36767000	36768000	E_000854	0.707
chr1	36786250	36788000	E_000855	0.877
chr1	36836750	36842750	E_000856	0.9555
chr1	36843000	36844250	E_000857	0.8751
chr1	36849500	36850750	E_000858	0.735
chr1	36852500	36854250	E_000859	0.9061
chr1	36862250	36862750	E_000860	0.7607
chr1	36865750	36868000	E_000861	0.9231
chr1	36876750	36878500	E_000862	0.9776
chr1	36913750	36914750	E_000863	0.9518
chr1	36919000	36920500	E_000864	0.9497
chr1	36928500	36929250	E_000865	0.7662
chr1	36931250	36932000	E_000866	0.8999
chr1	37289250	37290750	E_000867	0.9325
chr1	37920250	37921500	E_000868	0.9655
chr1	37941250	37944500	E_000869	0.9261
chr1	37981500	37982000	E_000870	0.8555
chr1	37984250	37985500	E_000871	0.7867
chr1	38017750	38019250	E_000872	0.6493
chr1	38028500	38031000	E_000873	0.9514
chr1	38154250	38154750	E_000874	0.8242
chr1	38327500	38328500	E_000875	0.8422
chr1	38331750	38332250	E_000876	0.9196
chr1	38384500	38385500	E_000877	0.9513
chr1	38387000	38390750	E_000878	0.9746
chr1	38394000	38396750	E_000879	0.9091
chr1	38398500	38399250	E_000880	0.9136
chr1	38410500	38411250	E_000881	0.8286
chr1	38453500	38454750	E_000882	0.526
chr1	38462250	38464500	E_000883	0.8127
chr1	38466250	38468250	E_000884	0.9245
chr1	38468500	38470500	E_000885	0.8307
chr1	38475500	38477250	E_000886	0.8861
chr1	38479000	38481250	E_000887	0.7876
chr1	38730500	38732000	E_000888	0.9798
chr1	38757000	38759000	E_000889	0.9573
chr1	38774000	38777000	E_000890	0.9804
chr1	38778750	38780250	E_000891	0.8708
chr1	38988000	38994250	E_000892	0.9446
chr1	38999500	39000500	E_000893	0.9832
chr1	39209500	39212250	E_000894	0.9774
chr1	39251250	39252750	E_000895	0.9767
chr1	39280500	39284750	E_000896	0.9469
chr1	39324000	39324500	E_000897	0.7732
chr1	39380750	39382250	E_000898	0.9837
chr1	39418500	39420000	E_000899	0.9778
chr1	39424000	39425500	E_000900	0.976
chr1	39454750	39455750	E_000901	0.8024
chr1	39457500	39459000	E_000902	0.7133
chr1	39492500	39493750	E_000903	0.6497
chr1	39512000	39514250	E_000904	0.9827
chr1	39571750	39572750	E_000905	0.8463
chr1	39580500	39582000	E_000906	0.9823
chr1	39582500	39584500	E_000907	0.982
chr1	39623500	39625500	E_000908	0.9107
chr1	39633000	39635750	E_000909	0.9787
chr1	39649500	39651000	E_000910	0.9849
chr1	39657500	39658750	E_000911	0.9779
chr1	39661500	39664250	E_000912	0.9246
chr1	39672750	39673250	E_000913	0.8518
chr1	39678750	39679750	E_000914	0.9303
chr1	39681500	39683250	E_000915	0.7966
chr1	39696000	39697000	E_000916	0.9832
chr1	39735250	39736500	E_000917	0.9077
chr1	39849750	39852500	E_000918	0.9604
chr1	39853750	39854750	E_000919	0.9641
chr1	39855000	39859000	E_000920	0.9696
chr1	39860000	39861750	E_000921	0.9853
chr1	39863500	39864750	E_000922	0.9249
chr1	39873250	39875000	E_000923	0.7964
chr1	39877250	39877750	E_000924	0.503
chr1	40039000	40041250	E_000925	0.8
chr1	40071500	40072750	E_000926	0.7677
chr1	40176000	40178250	E_000927	0.9774
chr1	40205250	40206250	E_000928	0.7156
chr1	40264250	40266000	E_000929	0.9708
chr1	40282250	40283750	E_000930	0.9849
chr1	40346500	40348500	E_000931	0.6651
chr1	40356500	40359500	E_000932	0.9808
chr1	40364000	40367000	E_000933	0.876
chr1	40500000	40501250	E_000934	0.9843
chr1	40501750	40503500	E_000935	0.9116
chr1	40504000	40504750	E_000936	0.8988
chr1	40507250	40509000	E_000937	0.7398
chr1	40510500	40511500	E_000938	0.8433
chr1	40519500	40521250	E_000939	0.9757
chr1	40521500	40527000	E_000940	0.9632
chr1	40541750	40544000	E_000941	0.8084
chr1	40618000	40619250	E_000942	0.8241
chr1	40627750	40629500	E_000943	0.7114
chr1	40641500	40643250	E_000944	0.9551
chr1	40645250	40646250	E_000945	0.9832
chr1	40648750	40650250	E_000946	0.8285
chr1	40683500	40684500	E_000947	0.9026
chr1	40686250	40688500	E_000948	0.904
chr1	40721750	40722750	E_000949	0.5965
chr1	40741500	40743750	E_000950	0.9703
chr1	40841000	40844750	E_000951	0.9121
chr1	40845000	40853250	E_000952	0.9571
chr1	40854750	40855750	E_000953	0.9257
chr1	40865000	40866750	E_000954	0.975
chr1	40869000	40870000	E_000955	0.7799
chr1	40916500	40918000	E_000956	0.8065
chr1	41158750	41160250	E_000957	0.7651
chr1	41161750	41162750	E_000958	0.9617
chr1	41173500	41174000	E_000959	0.5996
chr1	41175750	41179750	E_000960	0.8471
chr1	41239750	41241250	E_000961	0.9823
chr1	41267250	41269500	E_000962	0.9695
chr1	41280750	41282000	E_000963	0.8734
chr1	41285250	41287750	E_000964	0.9269
chr1	41304500	41307750	E_000965	0.9779
chr1	41310500	41311750	E_000966	0.9843
chr1	41330250	41331000	E_000967	0.8468
chr1	41333500	41335250	E_000968	0.9853
chr1	41341000	41342750	E_000969	0.9853
chr1	41414000	41415000	E_000970	0.8543
chr1	41574750	41576250	E_000971	0.9799
chr1	41706000	41707000	E_000972	0.6388
chr1	41709000	41709500	E_000973	0.8151
chr1	41889750	41890750	E_000974	0.7327
chr1	41958250	41960000	E_000975	0.9811
chr1	41961250	41963000	E_000976	0.8973
chr1	42226500	42227500	E_000977	0.7327
chr1	42347500	42348750	E_000978	0.9811
chr1	42793500	42794500	E_000979	0.9875
chr1	42798500	42800000	E_000980	0.6037
chr1	43078750	43079250	E_000981	0.8555
chr1	43145000	43147000	E_000982	0.79
chr1	43149500	43151250	E_000983	0.7808
chr1	43151500	43153250	E_000984	0.8832
chr1	43222000	43223250	E_000985	0.9152
chr1	43230500	43231750	E_000986	0.7595
chr1	43281250	43281750	E_000987	0.8151
chr1	43284000	43287000	E_000988	0.9009
chr1	43288250	43289000	E_000989	0.9226
chr1	43291750	43294000	E_000990	0.6111
chr1	43296250	43297500	E_000991	0.8589
chr1	43313250	43313750	E_000992	0.834
chr1	43388000	43392750	E_000993	0.9357
chr1	43398000	43411000	E_000994	0.934
chr1	43412000	43413000	E_000995	0.9257
chr1	43413500	43416750	E_000996	0.9518
chr1	43417250	43423500	E_000997	0.9095
chr1	43425750	43430500	E_000998	0.9702
chr1	43432000	43434000	E_000999	0.9437
chr1	43586500	43587000	E_001000	0.7436
chr1	43795000	43797250	E_001001	0.9747
chr1	43834750	43835250	E_001002	0.8313
chr1	43988000	43989500	E_001003	0.9722
chr1	44116750	44117250	E_001004	0.7794
chr1	44153750	44154750	E_001005	0.7119
chr1	44197500	44198500	E_001006	0.9873
chr1	44215000	44217000	E_001007	0.9133
chr1	44241250	44243250	E_001008	0.9503
chr1	44249250	44250250	E_001009	0.9832
chr1	44299500	44302250	E_001010	0.9836
chr1	44329750	44332000	E_001011	0.9838
chr1	44395000	44396500	E_001012	0.9489
chr1	44410250	44410750	E_001013	0.5515
chr1	44442750	44443500	E_001014	0.8339
chr1	44446250	44447000	E_001015	0.7992
chr1	44448000	44449000	E_001016	0.9416
chr1	44494250	44496500	E_001017	0.8046
chr1	44498250	44499500	E_001018	0.9307
chr1	44502500	44503500	E_001019	0.9021
chr1	44514750	44515250	E_001020	0.8151
chr1	44692250	44693750	E_001021	0.9823
chr1	44755000	44757750	E_001022	0.9748
chr1	44990000	44991000	E_001023	0.8693
chr1	44997000	44999000	E_001024	0.9781
chr1	45099000	45099750	E_001025	0.7979
chr1	45141750	45142750	E_001026	0.9513
chr1	45187000	45188250	E_001027	0.9396
chr1	45195250	45198500	E_001028	0.9205
chr1	45206250	45207250	E_001029	0.752
chr1	45208000	45209500	E_001030	0.9402
chr1	45264250	45264750	E_001031	0.8941
chr1	45284500	45287500	E_001032	0.8698
chr1	45296000	45297750	E_001033	0.9786
chr1	45328250	45329250	E_001034	0.9513
chr1	45344500	45345750	E_001035	0.9363
chr1	45361250	45362500	E_001036	0.9594
chr1	45411750	45413750	E_001037	0.9786
chr1	45450500	45451750	E_001038	0.7446
chr1	45453500	45454500	E_001039	0.9478
chr1	45476000	45476500	E_001040	0.8103
chr1	45480750	45481250	E_001041	0.8129
chr1	45501250	45502250	E_001042	0.977
chr1	45731250	45733000	E_001043	0.976
chr1	45750000	45751000	E_001044	0.9692
chr1	45768000	45771000	E_001045	0.8692
chr1	45795000	45796000	E_001046	0.9551
chr1	45912250	45913250	E_001047	0.9789
chr1	45955750	45956250	E_001048	0.5961
chr1	45967000	45968000	E_001049	0.6612
chr1	45973000	45974000	E_001050	0.6267
chr1	45985000	45987000	E_001051	0.7392
chr1	46017250	46017750	E_001052	0.7778
chr1	46038750	46040500	E_001053	0.9777
chr1	46050250	46052750	E_001054	0.7627
chr1	46084500	46085500	E_001055	0.6893
chr1	46147500	46149000	E_001056	0.7895
chr1	46150750	46151500	E_001057	0.5782
chr1	46155000	46155500	E_001058	0.7939
chr1	46214500	46215750	E_001059	0.8027
chr1	46217500	46220250	E_001060	0.9754
chr1	46234250	46235750	E_001061	0.932
chr1	46267750	46268250	E_001062	0.5955
chr1	46270000	46271500	E_001063	0.6297
chr1	46329250	46330750	E_001064	0.8391
chr1	46394500	46397250	E_001065	0.94
chr1	46419500	46420750	E_001066	0.981
chr1	46530750	46531750	E_001067	0.9875
chr1	46579250	46580500	E_001068	0.9842
chr1	46595000	46595750	E_001069	0.8174
chr1	46622000	46624500	E_001070	0.9788
chr1	46644750	46645750	E_001071	0.848
chr1	46665250	46666000	E_001072	0.7015
chr1	46710500	46711500	E_001073	0.9768
chr1	46711750	46712250	E_001074	0.8068
chr1	46714750	46716250	E_001075	0.8118
chr1	46743250	46744250	E_001076	0.9407
chr1	46750000	46751500	E_001077	0.9336
chr1	46752750	46755500	E_001078	0.9321
chr1	46767500	46768250	E_001079	0.6211
chr1	46770500	46774500	E_001080	0.8049
chr1	46804000	46804750	E_001081	0.8714
chr1	46812750	46814500	E_001082	0.9138
chr1	46835250	46836500	E_001083	0.9783
chr1	46885250	46888000	E_001084	0.9769
chr1	46907500	46909500	E_001085	0.9108
chr1	46926500	46927500	E_001086	0.8443
chr1	46946250	46947750	E_001087	0.9246
chr1	46950250	46951500	E_001088	0.9875
chr1	46973750	46975500	E_001089	0.9473
chr1	46982000	46984250	E_001090	0.9307
chr1	46985000	46990500	E_001091	0.98
chr1	46992750	46994000	E_001092	0.9843
chr1	47010250	47012500	E_001093	0.983
chr1	47068750	47069250	E_001094	0.7816
chr1	47132750	47133250	E_001095	0.7519
chr1	47182750	47184000	E_001096	0.5948
chr1	47646000	47649500	E_001097	0.9547
chr1	47657750	47661000	E_001098	0.9659
chr1	47676750	47680000	E_001099	0.9781
chr1	47687000	47688000	E_001100	0.6964
chr1	47692000	47694500	E_001101	0.8562
chr1	47699000	47700000	E_001102	0.9323
chr1	47702750	47705250	E_001103	0.978
chr1	47706500	47708250	E_001104	0.9768
chr1	47756000	47757250	E_001105	0.9545
chr1	47777750	47778250	E_001106	0.7485
chr1	47781000	47781750	E_001107	0.9233
chr1	47785750	47786750	E_001108	0.8443
chr1	47788750	47790000	E_001109	0.8611
chr1	47797250	47798250	E_001110	0.9069
chr1	47800250	47803000	E_001111	0.82
chr1	47803500	47804500	E_001112	0.9257
chr1	47816250	47817500	E_001113	0.981
chr1	47902250	47904000	E_001114	0.7474
chr1	50798500	50799750	E_001115	0.785
chr1	51186000	51187250	E_001116	0.9676
chr1	51338750	51340250	E_001117	0.9617
chr1	51424000	51424750	E_001118	0.624
chr1	51427000	51428250	E_001119	0.8913
chr1	51432500	51433250	E_001120	0.6862
chr1	51436250	51440500	E_001121	0.783
chr1	51441250	51446750	E_001122	0.841
chr1	51447250	51447750	E_001123	0.7502
chr1	51702750	51704750	E_001124	0.814
chr1	51786500	51787250	E_001125	0.8676
chr1	51894250	51897000	E_001126	0.9558
chr1	51898750	51900750	E_001127	0.9476
chr1	51975250	51976500	E_001128	0.9811
chr1	51980250	51982750	E_001129	0.8853
chr1	51986000	51987500	E_001130	0.9329
chr1	52034750	52035750	E_001131	0.9875
chr1	52083500	52084500	E_001132	0.6677
chr1	52085500	52089750	E_001133	0.9469
chr1	52090000	52091250	E_001134	0.8611
chr1	52096250	52097750	E_001135	0.9793
chr1	52113250	52117250	E_001136	0.9766
chr1	52137000	52138000	E_001137	0.9677
chr1	52196250	52199250	E_001138	0.737
chr1	52199750	52201500	E_001139	0.9122
chr1	52214750	52219000	E_001140	0.9572
chr1	52315250	52318500	E_001141	0.9519
chr1	52339500	52343000	E_001142	0.7946
chr1	52345500	52346000	E_001143	0.7796
chr1	52429250	52430500	E_001144	0.9843
chr1	52497250	52498000	E_001145	0.6388
chr1	52519500	52520250	E_001146	0.7633
chr1	52523000	52524250	E_001147	0.7015
chr1	52606500	52607000	E_001148	0.5202
chr1	52669500	52670500	E_001149	0.9875
chr1	52795000	52797000	E_001150	0.9787
chr1	52829500	52831250	E_001151	0.8631
chr1	52866000	52869000	E_001152	0.8527
chr1	52871250	52872750	E_001153	0.637
chr1	52889500	52890750	E_001154	0.9843
chr1	52997500	52999250	E_001155	0.9759
chr1	53017250	53018000	E_001156	0.6741
chr1	53033250	53034500	E_001157	0.8611
chr1	53078750	53080500	E_001158	0.9753
chr1	53097250	53098000	E_001159	0.9212
chr1	53139750	53141000	E_001160	0.981
chr1	53162250	53163000	E_001161	0.6796
chr1	53168500	53169750	E_001162	0.9701
chr1	53192750	53194500	E_001163	0.6778
chr1	53217250	53218250	E_001164	0.9832
chr1	53298000	53300750	E_001165	0.9849
