Position	Class	IPEA	ChromHMM_Segway_weak_Strong-enhancer	DEEP	csi_ann	RFECS	chromHMM	Segway	Control_ChromHMM_Segway_weak_Strong_repressed_State	
chr19_52051924_52052067	1	1	0	1	1	0	0	1	0
chr19_52192085_52192767	1	1	0	1	0	0	0	1	0
chr19_52194056_52194504	1	1	0	1	1	0	0	1	0
chr19_52299371_52299818	1	1	0	1	1	0	0	1	0
chr19_53426305_53426488	1	0	0	1	1	0	0	0	0
chr19_53444729_53445104	1	1	0	0	1	1	0	1	0
chr19_56698517_56698525	1	1	1	0	0	1	1	1	1
chr19_58557282_58557656	1	0	0	0	0	0	0	0	1
chr19_58912594_58912944	1	0	0	0	1	0	0	1	0
chr2_2850815_2851100	1	0	0	0	0	0	0	1	1
chr2_9894353_9894610	1	0	0	0	0	1	1	1	0
chr2_10260365_10260994	1	0	0	1	1	0	0	1	0
chr2_10423423_10423670	1	1	1	1	1	1	1	1	1
chr2_10550434_10550795	1	0	0	0	0	0	0	1	0
chr2_12417696_12417905	1	1	0	1	1	0	0	1	0
chr2_12633247_12633315	1	1	1	1	0	1	1	1	1
chr2_15700375_15700622	1	1	0	1	0	0	0	0	0
chr2_20793103_20793496	1	0	1	1	1	1	1	1	1
chr2_24234264_24234694	1	1	0	1	1	1	0	1	0
chr2_26291590_26291772	1	1	1	1	1	1	1	1	1
chr2_26946934_26947339	1	1	1	1	1	1	1	1	1
chr2_27304052_27304486	1	1	1	1	1	1	1	1	1
chr2_37789550_37789826	1	1	1	1	1	1	1	1	1
chr2_37811087_37811457	1	0	0	0	0	1	0	1	1
chr2_43195156_43195444	1	1	1	1	1	1	1	1	1
chr2_43421229_43421631	1	1	1	1	1	1	1	1	1
chr2_43422005_43422472	1	1	1	1	1	1	1	1	1
chr2_47499706_47499760	1	1	0	1	1	0	0	1	0
chr2_48373241_48373406	1	1	1	1	1	1	1	1	1
chr2_54787503_54787764	1	1	0	1	1	0	0	0	0
chr2_62531997_62532204	1	1	1	1	1	1	1	1	1
chr2_64836549_64836646	1	1	0	1	0	0	0	1	0
chr2_65657861_65658229	1	1	0	1	1	0	0	0	0
chr2_67625110_67625487	1	1	0	0	0	0	0	1	0
chr2_70335985_70336314	1	1	1	1	1	1	1	1	1
chr2_70346022_70346119	1	1	1	1	1	0	1	1	1
chr2_81709176_81709459	1	1	0	1	1	0	0	1	0
chr2_85664544_85665596	1	1	0	1	1	1	0	1	0
chr2_91815672_91815808	1	0	0	0	0	1	0	0	0
chr2_98822932_98823207	1	0	0	0	0	0	0	0	1
chr2_112456456_112456792	1	1	1	0	1	1	1	1	1
chr2_112811776_112811937	1	0	0	1	1	0	0	1	0
chr2_113398370_113398650	1	1	1	1	1	1	1	1	1
chr2_131148815_131149203	1	1	0	0	0	0	0	1	0
chr2_131149333_131149678	1	1	0	0	0	0	0	1	0
chr2_136632932_136633416	1	1	0	1	1	0	0	0	0
chr2_140168949_140169074	1	1	0	0	0	0	0	1	0
chr2_145116388_145116823	1	1	1	1	1	1	1	1	1
chr2_150222263_150222576	1	0	0	0	0	0	0	0	1
chr2_152144821_152144962	1	1	0	1	0	0	0	1	0
chr2_157190328_157191531	1	1	0	1	1	0	0	0	0
chr2_158117931_158118105	1	1	0	1	1	0	0	1	0
chr2_158118717_158119062	1	1	1	1	1	0	1	0	1
chr2_170684911_170685465	1	1	1	1	1	0	1	1	1
chr2_171222273_171222592	1	1	1	1	1	1	1	1	1
chr2_174896632_174897390	1	0	1	0	0	1	1	1	1
chr2_187420042_187420288	1	0	0	0	0	1	1	1	1
chr2_197934286_197934620	1	0	0	0	0	0	0	0	1
chr2_201990242_201990732	1	1	0	1	1	1	0	1	0
chr2_208656928_208657357	1	1	1	1	1	1	1	1	1
chr2_217797120_217797464	1	0	0	0	0	0	1	1	1
chr2_219270976_219271406	1	1	0	1	1	0	0	1	0
chr2_219773515_219774011	1	1	0	1	1	0	0	0	0
chr2_220385870_220386219	1	1	0	1	1	0	0	1	0
chr2_222826690_222827411	1	0	0	0	0	0	0	0	1
chr2_227656309_227656561	1	1	0	1	0	0	0	1	0
chr2_231523565_231523670	1	1	0	1	1	0	0	0	0
chr2_231523854_231524330	1	1	0	1	1	0	0	1	0
chr2_232530920_232531416	1	1	0	1	1	1	0	1	0
chr2_232566219_232566469	1	0	0	0	0	0	0	1	1
chr2_240196255_240196671	1	1	0	1	1	0	0	1	0
chr2_240201720_240202445	1	1	1	1	1	0	1	1	1
chr2_240238754_240239047	1	1	1	1	0	1	1	1	1
chr2_241719463_241720148	1	0	0	0	0	0	0	0	1
chr2_241960934_241960944	1	0	0	0	0	0	0	0	1
chr20_4018656_4019040	1	1	1	1	0	1	1	1	1
chr20_4063933_4064413	1	1	0	1	1	0	0	1	0
chr20_4072203_4072410	1	1	1	1	0	1	1	1	1
chr20_5589880_5590681	1	1	0	1	1	0	0	1	0
chr20_23117564_23117783	1	1	1	1	1	1	1	1	1
chr20_25218471_25218756	1	1	1	1	1	1	1	1	1
chr20_26116339_26116766	1	1	0	0	0	0	0	1	0
chr20_29518777_29518943	1	0	0	0	1	0	0	0	0
chr20_29647996_29648434	1	0	0	0	0	1	0	1	1
chr20_30191850_30192346	1	1	0	1	0	0	0	1	0
chr20_30249247_30249862	1	1	0	1	1	0	0	1	0
chr20_31352490_31352753	1	1	0	1	1	1	0	1	0
chr20_35464098_35464342	1	1	1	0	1	0	1	1	1
chr20_36007590_36007925	1	1	1	1	1	1	1	1	1
chr20_36986320_36986515	1	1	1	0	0	1	1	1	1
chr20_37302978_37303466	1	1	0	1	1	0	0	1	0
chr20_42286061_42286420	1	1	0	1	1	0	0	0	0
chr20_45870109_45870518	1	0	0	0	0	0	0	0	0
chr20_45946049_45946481	1	0	1	1	1	1	1	1	1
chr20_45987479_45988292	1	1	1	1	0	0	1	1	1
chr20_45989347_45989834	1	1	1	1	1	0	1	1	1
chr20_47373433_47373685	1	0	0	0	0	0	0	0	1
chr20_47803381_47804147	1	1	0	1	1	0	0	0	0
chr20_48381625_48382070	1	1	1	1	1	1	1	1	1
chr20_49100027_49100544	1	1	1	1	1	1	1	0	1
chr20_52239995_52240318	1	1	0	0	1	0	0	1	0
chr20_57198784_57199334	1	1	1	0	1	1	1	1	1
chr20_57596187_57596442	1	1	0	1	1	1	0	1	0
chr20_60934143_60934390	1	1	0	1	1	1	0	1	0
chr20_60941528_60941750	1	1	0	1	1	0	0	0	0
chr20_61425509_61425950	1	1	0	1	0	1	0	1	0
chr21_9881917_9882087	1	0	0	0	1	0	0	0	0
chr21_15913641_15914593	1	1	0	0	1	0	0	1	0
chr21_16129964_16130277	1	1	1	1	1	0	1	1	1
chr21_22572618_22572960	1	1	0	1	1	0	0	1	0
chr21_26952057_26952278	1	0	0	0	0	0	0	0	0
chr21_30374865_30375265	1	1	0	1	1	0	0	0	0
chr21_31029045_31029571	1	0	1	1	1	0	1	1	1
chr21_38935728_38936411	1	1	0	1	1	0	0	1	0
chr21_39430494_39430871	1	0	0	0	0	0	0	0	0
chr21_40277371_40277733	1	0	0	0	0	0	0	1	1
chr21_44395922_44396228	1	1	0	1	1	0	0	0	0
chr21_44529146_44529448	1	1	0	0	1	0	0	1	0
chr21_47010467_47010705	1	1	1	0	0	0	0	1	1
chr22_17091097_17091180	1	0	0	0	0	1	0	0	0
chr22_19410653_19410889	1	1	0	0	1	1	0	1	0
chr22_22478098_22478432	1	0	0	0	0	1	0	1	0
chr22_24255997_24256450	1	1	1	0	0	0	0	1	1
chr22_27028638_27029036	1	1	0	1	1	1	0	1	0
chr22_29548778_29549084	1	1	0	1	1	1	0	1	0
chr22_32291389_32291694	1	1	0	1	1	1	0	1	0
chr22_35528321_35528338	1	0	0	0	0	1	1	1	0
chr22_37638328_37638951	1	1	0	1	1	1	0	1	0
chr22_37655075_37655389	1	0	1	0	0	0	0	1	1
chr22_39570081_39570473	1	0	0	0	0	0	1	1	0
chr22_39679510_39679847	1	1	1	1	1	1	1	1	1
chr22_40228787_40228973	1	1	1	1	1	1	1	1	1
chr22_40384673_40384943	1	1	1	1	0	1	1	1	1
chr22_41047729_41047883	1	1	0	0	1	0	0	1	0
chr22_41417973_41418366	1	1	0	0	0	0	0	1	0
chr22_41809427_41810696	1	1	0	1	1	1	0	0	0
chr22_41844337_41844774	1	1	0	0	1	0	0	1	0
chr22_46480881_46481264	1	0	0	1	1	0	0	1	0
chr22_50747003_50747284	1	1	1	0	0	1	1	1	1
chr3_4781579_4781854	1	1	1	1	0	1	1	1	1
chr3_4909917_4910799	1	1	0	1	1	1	0	1	0
chr3_5028534_5029013	1	1	0	1	1	0	0	1	0
chr3_5030402_5030899	1	1	1	1	1	1	1	1	1
chr3_5052861_5053708	1	1	1	1	1	0	1	1	1
chr3_5054958_5055470	1	1	1	1	1	1	1	1	1
chr3_5061219_5061509	1	1	1	1	0	1	1	1	1
chr3_5065036_5065378	1	1	1	1	1	1	1	1	1
chr3_5808139_5808532	1	1	1	1	1	0	1	1	1
chr3_6573697_6574039	1	0	0	0	0	0	0	0	0
chr3_9422978_9423353	1	0	0	0	0	0	0	0	0
chr3_10402355_10402452	1	0	0	0	0	0	0	0	1
chr3_13035460_13035932	1	1	0	1	0	0	0	0	0
chr3_13325256_13325344	1	0	0	0	0	1	0	1	0
chr3_13493281_13493606	1	1	0	1	1	0	0	1	0
chr3_18237686_18238028	1	0	0	0	0	0	0	0	1
chr3_18580242_18580387	1	0	0	0	0	0	0	0	1
chr3_25790563_25790933	1	0	0	0	0	0	0	0	0
chr3_36953847_36954333	1	1	1	1	1	1	1	1	1
chr3_37901883_37902306	1	1	1	0	0	1	1	1	1
chr3_38144034_38144304	1	0	0	0	0	0	0	0	1
chr3_40341288_40341806	1	1	1	1	1	1	1	1	1
chr3_42220925_42221235	1	1	1	1	1	1	1	1	1
chr3_45147419_45147607	1	1	1	1	0	0	1	1	1
chr3_45209101_45209416	1	1	1	1	1	1	1	1	1
chr3_45315271_45315676	1	1	1	0	1	1	1	1	1
chr3_47704557_47705253	1	0	0	0	0	0	0	0	0
chr3_58336517_58336871	1	0	1	0	0	1	1	1	1
chr3_65013149_65013388	1	0	0	0	0	0	0	0	0
chr3_71465988_71466289	1	0	1	0	0	0	0	1	1
chr3_72135635_72136114	1	1	1	1	1	1	1	1	1
chr3_80820355_80820528	1	1	0	0	0	0	0	1	0
chr3_101353542_101353691	1	1	0	1	1	0	0	0	0
chr3_107843189_107843582	1	1	1	1	1	1	1	1	1
chr3_120493479_120494008	1	0	0	0	0	0	0	1	1
chr3_125709142_125709481	1	1	0	0	0	0	0	1	0
chr3_126701397_126702091	1	1	0	1	0	0	0	1	0
chr3_128134219_128134423	1	1	0	1	0	1	0	1	0
chr3_128134820_128135360	1	1	0	1	1	1	0	1	0
chr3_128135736_128135843	1	1	0	1	1	0	0	1	0
chr3_128216520_128216923	1	1	0	0	1	1	1	1	0
chr3_128958880_128959235	1	1	0	0	0	1	1	1	0
chr3_129167159_129167354	1	1	0	1	0	0	0	1	0
chr3_138582294_138582582	1	1	1	1	1	1	1	1	1
chr3_138594717_138594956	1	1	0	1	1	1	0	1	0
chr3_143352573_143352896	1	0	0	0	0	0	0	0	1
chr3_151923088_151923367	1	1	1	1	1	0	1	1	1
chr3_152313972_152314194	1	1	1	1	1	1	1	1	1
chr3_155316441_155316741	1	0	0	0	0	0	0	0	1
chr3_156202207_156202259	1	1	1	1	1	0	1	1	1
chr3_171678764_171678932	1	1	1	1	1	1	1	1	1
chr3_173650294_173650720	1	0	0	0	0	0	0	0	1
chr3_177076157_177076922	1	1	0	1	1	0	0	1	0
chr3_178983793_178983839	1	1	0	1	1	1	0	1	0
chr3_183079075_183079309	1	1	1	0	0	1	1	1	1
chr3_193859199_193859624	1	1	0	1	1	0	0	1	0
chr3_194898663_194899282	1	1	1	1	1	1	1	1	1
chr3_196064212_196064579	1	1	0	1	0	0	0	1	0
chr3_196255741_196255873	1	1	0	0	1	1	0	1	0
chr3_196696811_196697020	1	1	0	0	0	0	0	1	0
chr4_991255_991645	1	1	0	0	1	1	0	1	0
chr4_1037465_1037841	1	1	0	1	1	1	0	1	0
chr4_2403922_2404158	1	0	0	1	0	1	0	1	0
chr4_6592942_6593078	1	0	1	0	0	1	1	1	1
chr4_6732429_6732641	1	1	0	1	0	0	0	1	0
chr4_6734442_6734743	1	1	1	1	1	1	1	1	1
chr4_6918330_6918775	1	1	0	1	1	1	0	1	0
chr4_10182678_10183260	1	1	1	1	0	1	1	1	1
chr4_10184786_10184981	1	1	0	1	1	0	0	1	0
chr4_38525630_38525737	1	0	1	0	1	1	1	1	1
chr4_38530760_38531092	1	1	1	1	1	1	1	1	1
chr4_38859134_38859762	1	1	1	0	0	1	1	1	1
chr4_40240312_40240963	1	1	1	1	1	1	1	1	1
chr4_66107153_66107671	1	1	0	0	0	0	0	1	0
chr4_74961952_74962121	1	1	1	0	0	0	1	1	1
chr4_78067816_78068100	1	0	1	0	0	1	0	1	1
chr4_79550555_79550802	1	1	1	1	1	1	1	1	1
chr4_79642197_79642457	1	1	1	1	1	0	1	1	1
chr4_80131303_80131759	1	1	0	1	1	0	0	1	0
chr4_81048415_81048773	1	1	1	1	1	1	1	1	1
chr4_82342695_82343029	1	1	1	1	1	0	1	1	1
chr4_91453996_91454262	1	0	0	0	0	0	0	0	1
chr4_93103612_93103785	1	1	0	0	0	0	0	1	0
chr4_93104192_93104578	1	1	0	0	0	0	0	1	0
chr4_95469761_95469962	1	1	1	1	0	1	1	1	1
chr4_99124941_99125231	1	0	0	0	0	0	0	0	1
chr4_104302340_104302484	1	0	0	0	0	0	0	0	1
chr4_109281025_109281423	1	1	0	1	1	1	0	1	0
chr4_111114926_111115298	1	1	1	1	1	1	1	1	1
chr4_111117471_111117868	1	1	0	1	1	0	0	0	0
chr4_127487763_127488061	1	0	0	0	0	0	0	0	1
chr4_127560832_127561219	1	0	0	0	0	0	0	0	0
chr4_127657029_127657204	1	1	0	1	0	0	0	1	0
chr4_127966730_127967007	1	0	0	0	0	0	0	0	1
chr4_128752654_128753022	1	0	0	0	0	0	0	0	0
chr4_140003738_140004448	1	1	0	1	1	0	0	1	0
chr4_140110155_140110499	1	1	0	1	1	1	0	1	0
chr4_140727942_140728268	1	0	0	0	0	0	0	0	1
chr4_144280232_144280410	1	1	1	1	0	1	1	1	1
chr4_155378623_155378919	1	1	1	0	1	0	1	1	1
chr4_173077271_173077317	1	1	0	1	1	0	0	1	0
chr4_174443845_174444302	1	1	1	0	0	0	1	1	1
chr4_187680620_187680766	1	1	0	0	1	0	0	1	0
chr4_187810272_187810501	1	1	0	0	0	0	0	1	0
chr5_784651_785023	1	0	1	0	0	1	0	1	1
chr5_34587608_34588326	1	1	1	1	1	1	1	1	1
chr5_36151218_36151404	1	0	0	1	1	0	0	0	0
chr5_36740224_36740324	1	1	0	1	1	1	0	1	0
chr5_54033914_54034212	1	1	0	1	1	0	0	1	0
chr5_54039991_54040439	1	1	1	1	1	1	1	1	1
chr5_55289605_55289989	1	0	0	0	0	0	0	1	0
chr5_58232883_58233370	1	1	1	1	0	0	0	1	1
chr5_64331292_64332267	1	1	0	1	1	0	0	1	0
chr5_66518350_66518491	1	0	0	0	0	0	0	0	1
chr5_79543086_79543324	1	1	1	1	1	1	1	1	1
chr5_81054697_81054861	1	1	1	1	1	0	1	1	1
chr5_85654132_85654483	1	0	0	0	0	0	0	0	1
chr5_88171082_88171456	1	0	0	0	0	0	1	1	0
chr5_95048086_95048445	1	0	1	1	1	0	1	1	1
chr5_96028306_96028536	1	0	0	0	0	1	1	1	1
chr5_99387251_99388845	1	0	0	0	0	0	0	0	0
chr5_110865894_110866475	1	1	1	1	0	0	1	1	1
chr5_114847596_114847935	1	0	0	0	0	0	0	0	1
chr5_118610393_118610883	1	0	0	0	0	1	0	1	0
chr5_118666258_118666609	1	1	1	1	1	1	1	1	1
chr5_119848516_119848911	1	1	0	1	1	0	0	1	0
chr5_126015927_126016326	1	1	1	1	1	1	1	1	1
chr5_131629178_131629624	1	0	0	1	1	0	0	0	0
chr5_132323487_132323535	1	0	0	0	0	0	0	1	1
chr5_133801466_133801754	1	1	0	1	1	1	0	1	0
chr5_133802349_133802592	1	1	0	1	1	0	0	1	0
chr5_134791969_134792408	1	1	1	1	1	0	1	1	1
chr5_137333439_137333810	1	1	1	1	1	1	1	1	1
chr5_137799770_137800154	1	1	0	1	1	0	0	1	0
chr5_137800317_137800564	1	0	0	0	1	0	0	0	0
chr5_137827710_137828119	1	1	0	0	1	0	0	1	0
chr5_138620359_138620541	1	0	0	0	0	0	0	0	0
chr5_138897527_138897822	1	1	0	1	1	0	0	1	0
chr5_139049454_139050310	1	1	1	1	1	0	1	1	1
chr5_139077054_139077268	1	1	0	1	1	0	0	1	0
chr5_139078128_139078514	1	1	1	1	1	0	1	1	1
chr5_140875639_140876085	1	0	0	0	0	0	0	1	1
chr5_140983787_140984197	1	1	1	1	0	1	1	1	1
chr5_141736379_141736797	1	1	0	1	1	0	0	1	0
chr5_142965486_142966022	1	1	1	1	0	1	1	1	1
chr5_148738164_148738422	1	1	0	1	1	0	0	1	0
chr5_149110531_149110757	1	1	0	1	0	0	0	0	0
chr5_149110836_149111455	1	1	0	1	1	0	0	1	0
chr5_150142965_150143377	1	1	1	1	1	1	1	1	1
chr5_154062607_154063000	1	1	0	1	1	0	0	1	0
chr5_154871450_154872048	1	0	0	0	0	0	0	0	1
chr5_172208951_172208972	1	0	0	0	0	0	1	1	0
chr5_172216221_172216413	1	1	0	1	1	0	0	1	0
chr5_176790168_176790403	1	1	0	0	0	0	0	1	0
chr5_177645267_177645446	1	0	0	0	0	0	0	0	0
chr5_178259703_178260206	1	1	1	0	0	0	1	1	1
chr6_2849123_2849376	1	1	1	0	1	1	1	1	1
chr6_2992078_2992424	1	1	1	1	0	0	1	1	1
chr6_3163246_3163428	1	1	0	1	1	0	0	1	0
chr6_3166310_3166878	1	1	1	1	1	1	1	1	1
chr6_3254273_3254642	1	0	0	0	0	0	0	1	0
chr6_6750084_6750462	1	1	1	1	1	1	1	1	1
chr6_6872803_6873162	1	0	1	1	0	1	1	1	1
chr6_7058764_7058925	1	1	1	1	1	1	1	1	1
chr6_7202193_7202713	1	1	1	1	1	1	1	1	1
chr6_11921182_11921467	1	1	1	1	1	1	1	1	1
chr6_13602068_13602103	1	0	0	0	0	0	0	0	0
chr6_14211061_14211714	1	1	0	1	1	0	0	1	0
chr6_14640701_14640843	1	0	0	0	0	1	1	1	0
chr6_14711169_14711813	1	1	1	1	1	0	1	1	1
chr6_15554239_15554360	1	1	1	0	0	1	1	1	1
chr6_15555860_15556076	1	1	0	1	1	1	0	1	0
chr6_15569583_15569742	1	1	1	1	1	1	1	1	1
chr6_25992254_25993073	1	0	0	1	1	0	0	1	0
chr6_26126352_26126787	1	1	0	0	0	0	0	0	0
chr6_26521003_26521206	1	0	0	0	1	1	0	1	0
chr6_27156271_27156423	1	1	0	1	1	0	0	0	0
chr6_27740489_27740807	1	1	1	1	1	1	1	1	1
chr6_27745023_27745278	1	1	0	0	1	0	0	0	0
chr6_27863298_27863662	1	1	0	1	1	0	0	0	0
chr6_28072476_28072872	1	1	0	1	1	0	0	0	0
chr6_28101066_28101269	1	0	0	0	0	0	0	1	0
chr6_28188130_28188520	1	1	1	1	1	1	1	1	1
chr6_28834475_28834586	1	1	1	1	1	0	1	0	1
chr6_29932777_29932958	1	1	0	1	1	0	0	1	0
chr6_30840574_30840974	1	1	0	1	1	0	0	1	0
chr6_31702368_31703528	1	1	0	1	0	0	0	0	0
chr6_31705604_31706142	1	0	0	0	0	0	0	1	0
chr6_31761868_31762215	1	1	0	1	0	0	0	0	0
chr6_33872168_33872571	1	1	0	1	1	1	0	1	0
chr6_33872922_33873175	1	1	1	1	1	1	1	1	1
chr6_34191726_34192136	1	1	0	1	1	1	0	1	0
chr6_35331114_35331538	1	1	0	1	1	1	0	1	0
chr6_35445364_35445634	1	0	0	0	0	0	0	0	0
chr6_36409257_36409482	1	1	1	1	0	0	1	1	1
chr6_37017809_37018367	1	1	0	1	1	1	0	1	0
chr6_37025964_37026081	1	1	1	1	0	1	1	1	1
chr6_37077622_37078018	1	1	1	1	1	1	1	1	1
chr6_37150975_37151397	1	1	1	1	1	1	1	1	1
chr6_37155093_37155653	1	1	1	1	1	1	1	1	1
chr6_37397282_37397451	1	0	1	0	0	1	1	1	1
chr6_37464858_37465170	1	1	1	1	1	1	1	1	1
chr6_39195802_39196179	1	1	0	1	1	0	0	0	0
chr6_41889955_41890338	1	1	0	1	1	0	0	0	0
chr6_42336033_42336314	1	0	0	0	0	1	1	1	0
chr6_43692783_43693195	1	1	0	1	1	1	0	1	0
chr6_43766474_43766976	1	1	1	1	1	1	1	1	1
chr6_43878497_43878687	1	1	1	1	1	1	1	1	1
chr6_43894411_43894725	1	1	1	1	1	1	1	1	1
chr6_44009201_44009753	1	1	1	1	1	1	1	1	1
chr6_44026121_44027353	1	1	1	1	1	1	1	1	1
chr6_44044328_44044673	1	1	0	1	0	0	0	1	0
chr6_53224045_53224723	1	1	0	1	1	0	0	1	0
chr6_69471294_69471734	1	1	1	0	0	1	1	1	1
chr6_100676865_100677032	1	1	0	1	1	0	0	1	0
chr6_105401566_105401766	1	1	0	1	1	0	0	1	0
chr6_106258484_106259193	1	1	1	1	1	1	1	1	1
chr6_108879164_108879427	1	1	0	1	1	0	0	1	0
chr6_108879521_108879931	1	1	0	1	1	0	0	1	0
chr6_116988703_116988966	1	1	0	0	1	0	0	1	0
chr6_119218988_119219366	1	1	0	0	0	0	0	1	0
chr6_126241150_126241321	1	0	0	0	0	0	0	1	0
chr6_134741718_134742020	1	1	0	0	0	0	0	1	1
chr6_135503898_135504621	1	1	0	1	1	0	0	0	0
chr6_138184436_138184726	1	1	1	1	1	1	1	1	1
chr6_147205032_147205241	1	1	1	1	1	0	1	1	1
chr6_147235645_147236230	1	1	1	1	1	1	1	1	1
chr6_157007979_157008724	1	1	0	1	1	0	0	1	0
chr6_157101566_157102083	1	0	0	1	1	0	0	1	0
chr6_157342507_157343524	1	1	0	1	1	0	0	1	0
chr6_157738321_157738749	1	1	1	1	1	1	1	1	1
chr6_157936149_157936334	1	1	0	1	1	0	0	1	0
chr6_159273925_159274893	1	1	1	1	0	1	1	1	1
chr6_161647412_161647643	1	1	1	1	1	1	1	1	1
chr7_1416814_1417157	1	0	0	0	0	0	0	1	0
chr7_1500451_1500958	1	1	0	1	0	0	0	1	0
chr7_1659138_1659514	1	0	1	0	0	0	0	1	1
chr7_1894449_1894968	1	1	0	1	1	0	0	1	0
chr7_2058997_2060327	1	1	0	1	1	1	0	1	0
chr7_2797465_2798227	1	1	0	1	1	1	0	1	0
chr7_4681329_4681565	1	1	0	1	1	0	0	1	0
chr7_4778448_4778853	1	1	0	1	1	1	0	1	0
chr7_5594554_5594977	1	1	1	1	1	1	1	1	1
chr7_5609541_5610012	1	1	0	1	0	0	0	1	0
chr7_6677371_6677641	1	1	0	1	1	0	0	0	0
chr7_6741580_6741996	1	0	0	0	0	0	0	0	0
chr7_12755276_12755712	1	1	0	1	1	0	0	1	0
chr7_12758831_12759023	1	1	1	1	1	0	1	1	1
chr7_16302411_16302620	1	1	0	1	1	0	0	0	0
chr7_16304887_16305058	1	1	1	1	1	0	1	0	1
chr7_22162881_22162961	1	1	1	1	1	1	1	1	1
chr7_22740240_22740629	1	1	1	0	0	1	1	1	1
chr7_22742975_22743282	1	1	0	1	1	0	0	1	0
chr7_23510676_23511223	1	0	0	1	1	0	0	1	0
chr7_23513815_23514383	1	1	0	1	1	0	0	1	0
chr7_24861129_24861331	1	1	1	1	1	1	1	1	1
chr7_25894654_25894946	1	1	0	0	0	0	0	1	0
chr7_25896515_25897081	1	1	0	1	1	0	0	1	0
chr7_25990725_25991211	1	1	1	0	1	0	0	1	1
chr7_32944853_32945232	1	1	0	0	0	1	0	1	0
chr7_42927750_42928726	1	1	0	1	0	1	0	1	0
chr7_47258454_47258947	1	1	0	1	1	1	0	1	0
chr7_51370562_51370701	1	0	0	0	0	0	0	1	0
chr7_57639323_57639702	1	1	0	0	0	0	0	0	0
chr7_74064444_74064957	1	1	1	1	1	1	1	1	1
chr7_75795833_75796053	1	1	0	1	1	0	0	1	0
chr7_75947305_75947626	1	1	0	0	1	1	0	1	0
chr7_76002661_76002791	1	1	0	0	1	1	0	1	0
chr7_84248657_84248668	1	0	0	0	0	0	0	0	1
chr7_92847144_92847362	1	1	0	1	0	0	0	1	0
chr7_97994295_97994325	1	0	0	0	0	0	1	1	0
chr7_98973055_98973209	1	0	0	0	0	0	0	0	0
chr7_106089773_106090176	1	1	0	0	1	0	0	1	0
chr7_106209189_106209713	1	1	1	1	1	1	1	1	1
chr7_106720036_106720145	1	1	1	1	1	0	1	1	1
chr7_119283625_119284006	1	0	0	0	0	0	0	0	0
chr7_119435371_119435694	1	0	0	0	0	0	0	0	0
chr7_120644740_120645140	1	0	0	0	0	1	0	0	0
chr7_120724784_120725242	1	0	0	1	0	0	0	1	0
chr7_123387767_123387941	1	1	0	1	0	0	0	0	0
chr7_126341155_126341491	1	1	1	1	1	1	1	1	1
chr7_128468302_128468509	1	1	1	1	1	1	1	1	1
chr7_128471531_128472043	1	1	0	1	1	0	0	0	0
chr7_128472556_128472915	1	1	0	1	1	0	0	0	0
chr7_135771654_135771794	1	0	0	0	0	0	0	1	0
chr7_137661285_137661695	1	0	0	1	0	1	0	1	1
chr7_142502471_142502881	1	1	1	0	0	1	1	1	1
chr7_150705271_150705459	1	0	0	1	1	0	0	1	0
chr7_153105018_153105427	1	1	0	0	0	0	0	0	0
chr7_155276719_155276807	1	0	0	0	0	0	0	1	1
chr7_158500449_158500649	1	0	1	0	0	0	1	1	1
chr7_158656529_158657066	1	1	0	1	1	1	0	1	0
chr7_158990200_158990517	1	1	0	0	1	0	0	0	0
chr8_2591169_2591450	1	1	0	1	1	0	0	1	0
chr8_27219305_27219672	1	1	0	1	0	1	0	1	0
chr8_27219743_27220043	1	1	0	1	0	1	0	1	0
chr8_27221120_27221544	1	1	0	1	1	1	0	1	0
chr8_30892240_30892587	1	1	0	1	1	0	0	1	0
chr8_35382808_35383133	1	0	0	0	0	0	0	0	1
chr8_37949268_37949491	1	1	1	1	1	1	1	1	1
chr8_42072486_42072556	1	1	0	1	1	1	0	1	0
chr8_43093596_43094096	1	0	0	0	0	1	0	0	0
chr8_48910578_48910837	1	0	0	0	0	1	0	1	1
chr8_54798731_54798762	1	0	1	0	0	1	1	1	1
chr8_56764357_56764533	1	1	0	1	1	1	0	1	0
chr8_61850776_61851191	1	0	0	0	0	0	0	0	1
chr8_80216218_80216356	1	0	0	0	0	1	0	0	0
chr8_102161878_102162231	1	1	1	0	1	0	1	1	1
chr8_108322581_108322730	1	1	1	1	1	0	1	1	1
chr8_116660380_116660747	1	1	0	1	0	0	0	1	0
chr8_124248679_124249062	1	0	0	0	0	0	0	0	0
chr8_125367728_125368050	1	0	0	0	0	0	0	1	1
chr8_126290719_126290948	1	0	1	0	0	1	1	1	1
chr8_128910613_128910985	1	1	0	1	1	1	0	1	0
chr8_128973364_128973763	1	1	0	1	1	1	0	1	0
chr8_129061512_129061955	1	1	0	1	1	0	0	1	0
chr8_130279904_130280064	1	0	0	0	0	0	0	0	0
chr8_130284402_130285105	1	0	0	0	0	0	0	1	1
chr8_130323839_130324175	1	0	0	0	0	0	0	0	0
chr8_130461810_130462206	1	0	0	0	0	1	0	1	0
chr8_130564282_130564581	1	1	1	1	1	1	1	1	1
chr8_130577240_130577439	1	1	1	1	1	1	1	1	1
chr8_130584178_130584343	1	1	0	1	1	0	0	1	0
chr8_142411426_142411896	1	1	1	1	0	1	1	1	1
